tracking_id,sender,recipient,origin_province,destination_province,distance_km,weight_kg,package_quantity,ship_type,day_of_week,month,delayed,delivery_days
ENV-11824,Augusto Flores Castillo,Mateo Renata Peralta Alvarez,Santa Fe,Formosa,650,30.3,6,1,4,1,1,12
ENV-11825,Lorenzo Gonzalez,Agustín Rodriguez Rojas,Entre Rios,CABA,516,2.82,11,0,1,4,0,2
ENV-11826,Milo Uma Lopez,Agostina Alvarez,Chaco,Formosa,155,13.89,14,0,2,3,0,1
ENV-11827,Francesca Martina Ayala,Juliana Nicolas Gimenez Quiroga,La Rioja,La Rioja,102,5.55,19,1,3,6,0,3
ENV-11828,Francisca Hernandez,Ignacio Ignacio Perez,Misiones,Catamarca,231,13.71,17,0,6,5,0,1
ENV-11829,Oriana Guillermina Ortiz,Emilia Valentin Gonzalez,Santa Fe,Chaco,422,1.42,1,1,6,3,1,10
ENV-11830,Catalina Sosa,Sr(a). Franco Fernandez,Corrientes,La Rioja,154,21.58,13,0,5,9,0,1
ENV-11831,Valentina Maldonado Sosa,Dr(a). Faustino Gonzalez,San Luis,Corrientes,142,32.36,17,0,2,5,0,1
ENV-11832,Sofia Miguel Angel Gonzalez Rojas,Emanuel Sol Flores Mendez,La Pampa,Cordoba,175,19.25,13,1,2,8,1,6
ENV-11833,Sr(a). Isabella Silva,Dr(a). Juan Cruz Suarez,Tierra del Fuego,Misiones,1824,6.41,10,0,2,1,0,3
ENV-11834,Santiago Victoria Ferreyra,Maria Victoria Thiago Ezequiel Gonzalez Quiroga,Chaco,Chubut,444,11.51,10,1,0,12,1,11
ENV-11835,Octavio Medina Quiroga,Tomàs Francisca Luna Maldonado,Mendoza,Tierra del Fuego,1918,18.35,17,1,6,8,0,14
ENV-11836,Dr(a). Benjamin Gonzalez,Santiago Alma Figueroa Garcia,Misiones,Cordoba,524,19.88,5,0,5,10,0,2
ENV-11837,Jeremias Fernandez,Manuel Juan Ignacio Garcia Alvarez,CABA,Neuquen,1101,11.91,16,1,3,10,0,10
ENV-11838,Juana Benjamin Toledo Gimenez,Sr(a). Catalina Martinez,Santa Cruz,Jujuy,532,16.6,20,1,5,11,1,10
ENV-11839,Mateo Benjamin Lopez Sosa,Sr(a). Lola Rivero,San Luis,Jujuy,789,46.22,20,1,1,5,1,12
ENV-11840,Mateo Sofia Silva,Tiziano Ponce,Neuquen,San Juan,140,32.31,15,0,5,6,0,1
ENV-11841,Juan Manuel Mateo Gomez Cordoba,Mateo Valentin Lautaro Ezequiel Rodriguez,Tierra del Fuego,Rio Negro,1770,11.52,2,0,6,7,0,3
ENV-11842,Sr(a). Delfina Correa,Mora Rodriguez,Rio Negro,Neuquen,56,48.27,15,0,0,11,0,1
ENV-11843,Isabella Joaquin Morales,Tiziano Diaz,Santa Fe,Mendoza,621,39.74,16,0,1,7,0,2
ENV-11844,Camila Ojeda,Justina Catalina Gimenez,Misiones,La Pampa,634,23.78,7,0,0,11,0,2
ENV-11845,Sr(a). Emanuel Escobar,Santiago Benjamin Peralta,Buenos Aires,Rio Negro,1135,30.47,1,0,3,9,0,2
ENV-11846,Dr(a). Mia Morena Leiva,Ema Fernandez Sosa,Cordoba,Misiones,507,2.66,6,0,5,3,0,2
ENV-11847,Sr(a). Lisandro Gonzalez,Bautista Tiziano Benjamin Hernandez,San Luis,Buenos Aires,805,21.6,6,0,4,9,0,2
ENV-11848,Julia Maia Rodriguez,Sofía Gomez,Corrientes,CABA,1018,37.92,11,1,5,4,1,15
ENV-11849,Felipe Rojas Cabrera,Sofía Luna Diaz,Corrientes,Mendoza,155,43.32,7,0,5,3,0,1
ENV-11850,Thiago Nahuel Clara Garcia,Sr(a). Lautaro Gonzalez,Catamarca,Tierra del Fuego,2007,21.89,11,1,1,4,1,17
ENV-11851,Felipe Maldonado,Valentino Thiago Nicolas Perez Figueroa,Corrientes,Buenos Aires,968,24.84,2,0,4,12,0,2
ENV-11852,Sofia Gonzalez,Maia Lopez Gonzalez,La Pampa,La Pampa,99,34.81,20,0,2,8,0,1
ENV-11853,Santiago Nicolas Perez Vega,Dr(a). Valentino Paez,Santa Fe,Misiones,726,29.73,12,1,2,3,0,7
ENV-11854,Dr(a). Simon Gonzalez,Tomàs Delfina Suarez,Cordoba,Mendoza,319,18.85,2,1,1,5,1,7
ENV-11855,Thiago Benjamin Miranda,Pilar Molina,Neuquen,La Rioja,133,23.84,13,1,0,4,1,4
ENV-11856,Maria Emilia Thiago Carrizo Pereyra,Dr(a). Isabella Diaz,Misiones,Santa Fe,671,5.75,11,1,3,8,1,11
ENV-11857,Thiago Gonzalez Rojas,Máximo Lopez Cordoba,Chubut,Chubut,88,24.94,20,0,0,7,0,1
ENV-11858,Nahiara Jazmin Agustin Rodriguez,Milo Pereyra,Santiago del Estero,Chubut,427,1.65,11,1,2,11,1,9
ENV-11859,Mateo Emilia Lopez,Mateo Juliana Gonzalez,Cordoba,San Juan,411,34.95,6,1,1,9,1,9
ENV-11860,Uma  Rodriguez,Lucia Alvarez Cardozo,Cordoba,Jujuy,794,35.61,13,0,1,6,0,2
ENV-11861,Bautista Benjamin Francisco Perez,Facundo Juan David Martinez,Jujuy,Cordoba,852,32.13,18,1,6,11,1,15
ENV-11862,Lucio Fernandez,Santiago Maria Victoria Cruz,Salta,CABA,1388,9.84,13,1,2,8,1,17
ENV-11863,Isabella Alvarez,Mora Santiago Silva,San Juan,Formosa,143,2.04,16,1,4,12,0,3
ENV-11864,Emiliano Valentino Benitez,Luz Maria Sebastian Fernandez,Santa Fe,Tierra del Fuego,2512,10.98,4,0,5,11,0,4
ENV-11865,Sr(a). Agustin Figueroa,Mateo Jazmin Chavez,La Rioja,La Rioja,63,22.75,20,0,3,7,0,1
ENV-11866,Dr(a). Juan Ignacio Martinez,Alma Peralta,Jujuy,Salta,50,6.23,2,0,5,2,0,1
ENV-11867,Thiago Benjamin Juan Martin Rodriguez,Maximo Juana Rodriguez,Santiago del Estero,Formosa,148,45.51,1,1,0,9,0,3
ENV-11868,Pedro Benicio Romero Quiroga,Sr(a). Luisina Alvarez,Tucuman,Neuquen,159,42.78,8,0,3,9,1,2
ENV-11869,Maria Victoria Barrios,Manuel Muñoz Velazquez,Mendoza,La Pampa,570,23.06,7,0,2,11,0,2
ENV-11870,Santino Fernandez,Luz Maria Herrera Romero,La Pampa,Santiago del Estero,572,22.82,7,1,5,2,1,11
ENV-11871,Sr(a). Agustín Rojas,Pedro Gomez,Chubut,Formosa,192,17.73,16,1,4,3,1,8
ENV-11872,Catalina Martinez Flores,Francisco Benjamin Perez Mendez,Santa Fe,Tierra del Fuego,2501,11.2,1,0,1,7,0,4
ENV-11873,Ramiro Mateo Ramos Acosta,Lautaro Benjamin Malena Sanchez,Mendoza,La Rioja,152,6.94,8,0,6,5,0,1
ENV-11874,Giuliana Octavio Velazquez Juarez,Sr(a). Dylan Benjamin Rodriguez,Santa Cruz,Corrientes,1067,27.87,12,1,3,10,1,18
ENV-11875,Lautaro Benjamin Fernandez,Francisco Benicio Valdez,CABA,La Pampa,518,37.53,16,1,5,2,0,7
ENV-11876,Sofia Gomez,Dante Francisco Gomez Garcia,Cordoba,Chubut,664,36.57,12,0,6,6,0,2
ENV-11877,Giuliana Rodriguez,Joaquina Herrera Peralta,Formosa,Misiones,50,1.16,12,1,6,2,0,3
ENV-11878,Juana Delfina Garcia,Luz Maria Rios,Catamarca,CABA,1038,41.96,17,1,4,10,1,16
ENV-11879,Dr(a). Lautaro Ezequiel Mendez,Octavio Martina Torres Morales,Catamarca,Santiago del Estero,87,21.26,17,1,5,11,1,6
ENV-11880,Santino Martinez,Gael Vega Ramirez,San Luis,Mendoza,227,0.55,4,0,5,11,0,1
ENV-11881,Facundo Martin Caceres Martinez,Lautaro Benjamin Guillermina Romero,San Luis,Misiones,485,31.85,8,1,0,3,0,7
ENV-11882,Dr(a). Mateo Benjamin Sanchez,Josefina Maria Luz Duarte Blanco,Santa Fe,Mendoza,524,24.28,15,0,3,4,1,3
ENV-11883,Manuel Pilar Juarez Avila,Juan Bautista Isabella Alvarez Ramos,Jujuy,Buenos Aires,1553,18.52,16,0,4,6,0,3
ENV-11884,Augusto Duarte,Antonio Paloma Juarez,Neuquen,Mendoza,133,17.33,3,1,0,1,0,3
ENV-11885,Thiago Joaquin Valentino Rodriguez,Benjamin Justina Juarez,Chubut,Rio Negro,232,29.16,18,1,1,4,0,5
ENV-11886,Maria Luz Manuel Ponce Paz,Dr(a). Geronimo Rios,Misiones,Catamarca,276,10.42,17,0,6,1,0,1
ENV-11887,Mateo Joaquin Thiago Benjamin Correa,Julian Ponce,Tucuman,Chubut,201,12.52,15,1,5,12,1,6
ENV-11888,Dr(a). Agustina Flores,Felipe Sanchez,Tucuman,Buenos Aires,1245,28.9,19,1,0,10,0,10
ENV-11889,Sr(a). Bautista Garcia,Sr(a). Ramiro Benitez,Cordoba,Chaco,289,6.09,3,1,1,10,0,5
ENV-11890,Jazmin Simon Velazquez Vazquez,Sr(a). Salvador Perez,Santa Cruz,CABA,2044,24.94,10,0,1,10,0,3
ENV-11891,Sr(a). Juan Cruz Martinez,Felipe Pedro Medina,Cordoba,Tucuman,517,12.7,6,0,6,6,0,2
ENV-11892,Lorenzo Ponce Escobar,Sr(a). Gonzalo Lopez,San Juan,CABA,1024,40.98,5,0,1,7,0,2
ENV-11893,Guadalupe Dante Gonzalez Moyano,Dr(a). Benicio Cardozo,Neuquen,Santa Cruz,1004,29.63,10,1,4,6,1,15
ENV-11894,Mateo Ortiz,Ana Paula Morena Sanchez,Santa Cruz,Cordoba,1359,21.63,2,1,1,2,1,15
ENV-11895,Felicitas Lucía Maldonado Ferreyra,Enzo Rodriguez,Tucuman,Formosa,50,5.18,18,1,0,3,1,4
ENV-11896,Bautista Benitez Sanchez,Sofia Fernandez,Tucuman,Tierra del Fuego,1822,1.74,7,1,1,7,1,20
ENV-11897,Sr(a). Bautista Diaz,Lisandro Maria Victoria Paez,Catamarca,Santiago del Estero,79,47.07,7,0,4,7,0,1
ENV-11898,Lautaro Emilia Torres Gonzalez,Santino Acosta Ledesma,San Luis,La Rioja,366,14.92,13,1,1,10,1,9
ENV-11899,Francisca Correa,Justina Benjamin Sanchez,Buenos Aires,La Pampa,563,33.29,2,1,1,7,0,7
ENV-11900,Dr(a). Jeronimo Cruz,Josefina Cabrera Fernandez,La Rioja,Mendoza,50,4.6,15,1,0,12,1,5
ENV-11901,Julieta Lautaro Benjamin Martinez Gonzalez,Dr(a). Sara Fernandez,Santa Cruz,San Luis,1238,38.16,4,1,6,6,1,13
ENV-11902,Valentina  Gonzalez Ledesma,Pedro Justina Dominguez Lucero,Chaco,La Rioja,167,31.4,15,0,3,5,0,1
ENV-11903,Sofia Belen Moreno,Lorenzo Sanchez,La Pampa,Tucuman,627,32.49,2,0,5,10,0,2
ENV-11904,Tiziano Paz Fernandez,Dr(a). Santiago Medina,San Luis,La Rioja,220,32.17,2,1,6,7,1,8
ENV-11905,Luna Morales Juarez,Santino Benjamin Matilda Gutierrez,Chaco,Tucuman,280,18.38,10,0,4,11,0,1
ENV-11906,Sr(a). Bautista Benjamin Perez,Juan Martin Diaz,CABA,La Rioja,1021,15.47,10,0,0,9,0,2
ENV-11907,Lautaro Ezequiel Benitez,Dr(a). Francisco Silva,Chaco,Chubut,333,12.83,13,0,3,6,0,1
ENV-11908,Thiago Nicolas Romero,Clara Juan Ignacio Nuñez Vega,Entre Rios,Corrientes,566,16.95,10,0,3,10,0,2
ENV-11909,Olivia Guillermina Lucero,Giuliana Avila Cordoba,Cordoba,Buenos Aires,684,18.82,10,0,6,6,0,2
ENV-11910,Joaquin Barrios,Sr(a). Benjamin Gutierrez,Entre Rios,Jujuy,1165,43.09,5,1,0,6,1,17
ENV-11911,Candela Ramos,Emiliano Juan Bautista Diaz,San Juan,CABA,1136,7.61,11,1,0,1,1,17
ENV-11912,Sr(a). Julia Cardozo,Clara Juliana Lopez Morales,San Juan,Santa Cruz,1002,1.35,4,0,5,6,1,3
ENV-11913,Ambar Navarro Rodriguez,Paloma Martín Soto Acosta,La Rioja,Chaco,50,28.76,7,0,6,12,0,1
ENV-11914,Sr(a). Victoria Dominguez,Juan Martin Julia Fernandez,Buenos Aires,Jujuy,1448,5.09,12,0,1,9,0,2
ENV-11915,Sr(a). Julian Lopez,Dr(a). Francisco Lopez,Salta,La Rioja,389,35.48,1,0,4,9,0,1
ENV-11916,Paulina Barrios,Juan Cruz Fernandez Escobar,Neuquen,Tierra del Fuego,1799,30.65,12,1,0,6,1,18
ENV-11917,Ian Benjamin Maximo Garcia Cruz,Thiago Leonel Rodriguez Arias,Salta,La Rioja,366,7.78,11,0,5,4,0,1
ENV-11918,Juliana Emilia Gonzalez Gutierrez,Amparo Cabrera,Mendoza,Misiones,141,38.83,18,0,0,10,0,1
ENV-11919,Benjamin Abigail Ponce Castillo,Sr(a). Lautaro Correa,Santiago del Estero,Neuquen,59,14.11,12,1,2,3,1,4
ENV-11920,Sr(a). Juana Gonzalez,Guadalupe Ludmila Ayala Ramirez,Chubut,Chaco,404,18.8,7,0,5,5,0,2
ENV-11921,Francesca Isabella Aguirre Lopez,Sr(a). Valentina Quiroga,Santiago del Estero,Buenos Aires,988,16.52,14,1,6,8,0,10
ENV-11922,Sr(a). Franco Vera,Emma Silva,Neuquen,La Pampa,631,8.5,20,0,2,3,0,2
ENV-11923,Valentina Jazmin Sosa,Ambar Benitez Maidana,Santa Fe,San Luis,257,23.1,1,1,6,10,0,5
ENV-11924,Milagros Barrios,Tiziano Benjamin Pilar Silva Gomez,Mendoza,Neuquen,100,36.73,11,0,6,2,1,2
ENV-11925,Mora Benjamin Garcia,Dylan Benjamin Lola Gomez,Cordoba,Corrientes,288,46.09,20,0,6,3,0,1
ENV-11926,Justina Guzman Ramirez,Sr(a). Maria Luz Gimenez,Jujuy,Santa Fe,1055,5.01,4,1,2,10,1,13
ENV-11927,Morena Ruiz,Angelina Rodriguez Cabrera,Neuquen,Tucuman,130,46.14,18,0,3,10,0,1
ENV-11928,Angelina Moreno,Mia Jazmin Valentina Flores Chavez,Mendoza,Misiones,148,11.68,7,0,5,4,0,1
ENV-11929,Catalina Juan Ignacio Ruiz Barrios,Felipe Isabella Soria Sanchez,Mendoza,Chubut,315,4.75,11,0,3,5,0,1
ENV-11930,Sr(a). Victoria Vega,Bautista Gael Garcia,Chubut,Santiago del Estero,276,33.15,19,1,4,8,1,8
ENV-11931,Dr(a). Catalina Romero,Genaro Lucero,Catamarca,Tierra del Fuego,1911,37.28,3,0,5,4,1,5
ENV-11932,Martina Flores,Jazmin Herrera Valdez,Neuquen,Santiago del Estero,50,48.88,12,0,4,6,0,1
ENV-11933,Paulina Gimenez Barrios,Enzo Mateo Joaquin Farias Cordoba,Corrientes,Rio Negro,155,18.72,7,0,4,7,0,1
ENV-11934,Joaquin Vega Lopez,Camila Gomez Silva,Corrientes,San Luis,276,22.82,10,1,4,3,0,5
ENV-11935,Tomàs Aguero Herrera,Luz Maria Garcia Perez,Salta,La Pampa,941,10.28,5,1,3,4,1,15
ENV-11936,Thiago Lionel Emilia Gonzalez,Mia Rodriguez Rodriguez,CABA,La Pampa,519,12.84,19,0,6,11,0,2
ENV-11937,Mia Valentina Joaquín Martinez,Nahiara Ciro Castillo Castillo,La Pampa,Santa Cruz,1508,22.02,13,1,0,10,0,14
ENV-11938,Josefina Simon Peralta Vargas,Thiago Valentin Perez,Rio Negro,Corrientes,131,3.3,14,0,4,9,0,1
ENV-11939,Joaquina Lopez,Dr(a). Luz Maria Rodriguez,Rio Negro,Rio Negro,53,33.74,5,0,6,2,1,2
ENV-11940,Thiago Joaquin Sol Muñoz,Thiago Valentin Moyano Gomez,Cordoba,Salta,726,4.74,3,0,6,4,0,2
ENV-11941,Maria Victoria Benitez,Candela Camila Torres,Neuquen,Jujuy,441,8.1,20,1,3,12,0,7
ENV-11942,Maria Emilia Blanco Paez,Martina Bustos Diaz,Misiones,Santa Fe,816,47.91,10,1,5,2,1,13
ENV-11943,Bautista Benjamin Lopez,Dr(a). Catalina Villalba,Neuquen,Chubut,174,21.34,1,0,4,4,0,1
ENV-11944,Lucía  Franco,Sofia Martina Aguero Rios,Misiones,Santa Fe,670,39.76,4,1,5,5,0,7
ENV-11945,Lucas Victoria Pereyra Gomez,Thiago Ezequiel Moreno,San Juan,Corrientes,50,9.71,2,1,4,2,1,5
ENV-11946,Ciro Josefina Ramirez Soto,Camila Diaz,Tucuman,Salta,241,26.6,4,0,5,1,0,1
ENV-11947,Sr(a). Mateo Romero,Valentin Santino Ruiz,La Pampa,Cordoba,195,2.53,14,0,1,3,0,1
ENV-11948,Tomas Medina,Tiziano Benjamin Vera Coronel,CABA,Santiago del Estero,1077,34.78,10,0,2,6,0,2
ENV-11949,Thiago Benjamin Ruiz,Santiago Sanchez,Formosa,Catamarca,95,17.16,17,0,1,2,0,1
ENV-11950,Martina Molina Duarte,Sr(a). Bautista Medina,Tierra del Fuego,San Juan,1897,8.67,15,0,1,4,1,5
ENV-11951,Lautaro Lorenzo Ruiz Lopez,Luz Maria Franco Bravo Diaz,Corrientes,Neuquen,164,11.05,16,1,3,5,0,5
ENV-11952,Santino Diaz Rodriguez,Dr(a). Lucía Ruiz,Jujuy,Buenos Aires,1458,10.06,1,1,6,6,0,10
ENV-11953,Camila Agustin Romero,Sofia Francesca Gonzalez Garcia,Tierra del Fuego,Catamarca,1902,6.17,10,0,4,4,0,3
ENV-11954,Lara Mendoza,Dr(a). Pedro Ojeda,Santa Fe,Santa Cruz,1680,13.09,3,0,5,7,1,4
ENV-11955,Dr(a). Milagros Vega,Joaquín Miranda Sosa,Formosa,CABA,1131,11.94,16,1,4,12,1,14
ENV-11956,Santino Benjamin Rodriguez Diaz,Dr(a). Agustin Navarro,La Rioja,Santiago del Estero,134,28.88,1,0,5,4,0,1
ENV-11957,Dylan Ezequiel Cruz Miranda,Olivia Bravo Castro,Mendoza,Neuquen,115,44.83,20,0,3,3,1,2
ENV-11958,Angelina Peralta Mendez,Thiago Ezequiel Maldonado,San Luis,Tucuman,504,19.82,19,1,0,5,1,9
ENV-11959,Benicio Bautista Hernandez,Lorenzo Chavez Rojas,Mendoza,La Rioja,148,18.38,16,1,2,5,0,3
ENV-11960,Benjamin Ruiz,Santino Pedro Ramos Valdez,Formosa,San Juan,51,47.25,13,0,5,8,1,3
ENV-11961,Catalina Abigail Chavez,Mia Valentina Valentin Navarro,Cordoba,Tucuman,490,18.06,14,0,4,7,0,2
ENV-11962,Sr(a). Pedro Olivera,Pedro Máximo Perez,Santa Cruz,La Rioja,989,32.97,7,0,2,1,0,2
ENV-11963,Clara Lopez,Agustín Lopez Martinez,Tucuman,Jujuy,363,49.87,15,0,0,3,0,1
ENV-11964,Vicente Renata Mendez Cabrera,Victoria Lopez,Buenos Aires,Formosa,1176,10.75,19,1,6,11,0,10
ENV-11965,Catalina Rodriguez,Nahiara Lucía Gutierrez,Chaco,Chaco,140,24.07,9,1,4,5,1,4
ENV-11966,Octavio Rivero Blanco,Maximo Nuñez Moyano,Mendoza,Catamarca,125,42.03,15,1,4,10,1,4
ENV-11967,Lucio Romero Diaz,Juan Bautista Giovanni Gomez Diaz,CABA,Tierra del Fuego,2925,3.75,5,0,5,8,1,6
ENV-11968,Luciano Ramos Ortiz,Ambar Agustín Diaz Garcia,Tucuman,Misiones,64,2.09,18,0,6,6,0,1
ENV-11969,Lautaro Felipe Escobar Olivera,Lorenzo Quiroga,Santa Fe,CABA,496,11.33,17,1,0,1,1,9
ENV-11970,Benjamin Bautista Benjamin Mendez Medina,Tomas Emilia Hernandez Martinez,Entre Rios,Catamarca,619,16.22,15,0,1,1,0,2
ENV-11971,Malena Catalina Duarte Campos,Alma Paz Gomez,Chaco,Chubut,357,33.32,5,1,0,12,1,7
ENV-11972,Ana Paula Diaz,Mateo Valentin Lara Garcia,Santa Cruz,CABA,2099,40.99,13,0,1,10,0,3
ENV-11973,Martina Lautaro Benjamin Perez Gomez,Lola Sofía Gimenez,Entre Rios,Catamarca,538,46.51,13,1,0,12,1,9
ENV-11974,Thiago Emanuel Romero Soto,Sr(a). Emilia Gutierrez,Misiones,Chubut,176,25.2,18,0,6,2,0,1
ENV-11975,Giovanni Moyano Nuñez,Santiago Mansilla,Santa Fe,Mendoza,589,36.89,15,1,0,3,0,7
ENV-11976,Juana Sosa Pereyra,Thiago Ezequiel Tiziana Rios,Chaco,Santiago del Estero,111,26.3,4,1,0,12,0,3
ENV-11977,Emma Benitez,Genaro Pereyra,Jujuy,Neuquen,337,25.13,3,0,6,8,0,1
ENV-11978,Martina Thiago Fernandez,Renata Emma Perez,San Juan,San Juan,126,43.54,15,1,2,10,0,3
ENV-11979,Genaro Milo Paez,Pedro Peralta,Santa Cruz,Rio Negro,875,22.36,14,0,3,6,0,2
ENV-11980,Lautaro Carrizo Suarez,Dylan Ezequiel Maria Victoria Juarez Sanchez,Chaco,Chaco,142,30.42,13,0,4,2,1,2
ENV-11981,Nahuel Santino Gonzalez Fernandez,Sr(a). Sofia Ruiz,Santa Fe,Corrientes,558,25.3,8,1,0,11,1,11
ENV-11982,Benjamin Ezequiel Sanchez Rios,Sr(a). Bianca Maldonado,Salta,Mendoza,361,20.74,18,0,4,7,0,1
ENV-11983,Máximo Martinez,Dr(a). Lucas Benitez,Neuquen,Entre Rios,652,6.14,17,1,1,8,1,11
ENV-11984,Bautista Rivero Lopez,Zoe Jazmin Mansilla,Cordoba,Santa Fe,195,15.82,8,1,3,5,0,5
ENV-11985,Lucía Felicitas Rodriguez Blanco,Lola Luciana Fernandez,Rio Negro,Salta,316,13.1,13,0,3,10,0,1
ENV-11986,Emilia Guillermina Morales,Thiago Ezequiel Dylan Ezequiel Gonzalez,La Pampa,Neuquen,672,40.51,13,1,1,9,1,10
ENV-11987,Felicitas Lopez,Dr(a). Tobias Fernandez,Corrientes,Jujuy,566,8.46,10,1,2,5,1,12
ENV-11988,Dr(a). Gael Rodriguez,Dr(a). Delfina Fernandez,Cordoba,Cordoba,76,5.44,7,0,6,5,0,1
ENV-11989,Sofia Amparo Sanchez,Tiziano Sofia Sosa,Buenos Aires,Buenos Aires,105,47.41,6,1,4,7,0,3
ENV-11990,Malena Morena Gonzalez,Julieta Maria Victoria Gomez Sosa,Corrientes,La Pampa,375,15.24,12,0,3,11,0,1
ENV-11991,Juan Cruz Toledo,Thiago Leonel Perez Ramos,Entre Rios,La Rioja,610,22.23,7,0,0,4,0,2
ENV-11992,Morena Isabella Dominguez,Luciano Benjamin Herrera Avila,Santa Fe,Tucuman,689,11.63,5,1,1,10,0,7
ENV-11993,Delfina Francesca Torres,Ciro Ludmila Gomez Alvarez,Salta,Formosa,267,15.08,3,0,0,1,0,1
ENV-11994,Valentin Camila Gonzalez,Angelina Martín Ortiz,La Rioja,Formosa,50,11.61,5,1,1,3,0,3
ENV-11995,Lautaro Benjamin Cordoba,Maia Rodriguez Hernandez,Tierra del Fuego,Salta,1493,1.37,12,0,6,1,1,3
ENV-11996,Tiziano Benjamin Guzman,Alfonsina Garcia,Tucuman,Santa Cruz,894,19.85,15,1,0,1,1,13
ENV-11997,Dr(a). Augusto Flores,Ivan Quiroga Garcia,Corrientes,Chaco,170,24.93,3,0,0,12,0,1
ENV-11998,Sebastian Gomez,Nina Gomez,Buenos Aires,San Juan,1094,46.61,5,0,6,4,0,2
ENV-11999,Simon Pilar Torres Rodriguez,Santino Benjamin Faustino Dominguez Rodriguez,La Pampa,Jujuy,1046,20.86,17,1,3,7,1,13
ENV-12000,Alejo Gomez,Ignacio Lopez,Tierra del Fuego,Santa Fe,2519,46.06,9,1,3,1,1,23
ENV-12001,Emiliano Tomàs Medina Fernandez,Mateo Valentin Tiziano Caceres,Jujuy,Cordoba,896,13.49,16,1,3,5,1,13
ENV-12002,Juan Bautista Angelina Cordoba Gomez,Ian Benjamin Mateo Perez,CABA,Mendoza,1001,28.88,2,1,6,2,0,10
ENV-12003,Dr(a). Lucas Benjamin Castillo,Isabella Moyano,Chubut,Chubut,50,44.37,8,1,5,7,1,6
ENV-12004,Sr(a). Emilia Chavez,Santino Benjamin Thiago Benjamin Gimenez Quiroga,San Juan,Tucuman,147,7.29,3,1,6,7,0,3
ENV-12005,Mia Luna,Vicente Alvarez,Chubut,Chubut,82,29.14,17,0,2,12,0,1
ENV-12006,Joaquin Torres,Augusto Lopez Molina,Tucuman,Chaco,243,36.96,14,1,1,5,1,8
ENV-12007,Paulina Muñoz,Florencia Tomas Benjamin Rodriguez,Cordoba,Mendoza,368,25.06,7,0,3,8,0,1
ENV-12008,Sofia Gomez Gimenez,Sr(a). Tobias Diaz,Santa Fe,La Rioja,527,15.69,16,1,2,4,1,12
ENV-12009,Sr(a). Juan Castillo,Dr(a). Juan Cruz Alvarez,Tierra del Fuego,La Rioja,1886,7.22,19,1,1,9,1,17
ENV-12010,Felipe Gonzalez,Agustín Caceres Fernandez,Tierra del Fuego,Tucuman,1813,24.96,11,0,4,5,0,3
ENV-12011,Juan Bautista Rodriguez Martinez,Emilia Augusto Sanchez,Santiago del Estero,Catamarca,50,18.14,17,1,0,8,1,6
ENV-12012,Dr(a). Benjamin Gomez,Emma Julieta Navarro,Santiago del Estero,Formosa,161,35.21,7,0,4,9,0,1
ENV-12013,Francesca Santino Coronel,Maria Victoria Aguirre Medina,Catamarca,Santa Fe,471,36.68,17,1,0,5,1,9
ENV-12014,Agustin Ortiz,Catalina Ortiz,La Rioja,San Luis,277,49.91,11,0,6,10,0,1
ENV-12015,Alejo Guillermina Gomez Torres,Juliana Martinez Herrera,Salta,Catamarca,391,29.45,19,1,2,11,1,8
ENV-12016,Juan Martin Rodriguez Ramirez,Santiago Justina Suarez Romero,Tucuman,Neuquen,50,36.62,19,1,5,5,0,3
ENV-12017,Antonio Castro,Camila Alvarez Diaz,Entre Rios,Entre Rios,68,15.26,9,0,0,11,0,1
ENV-12018,Paloma Thiago Nicolas Cruz,Dante Renata Acosta,Santa Fe,Tucuman,762,41.58,4,1,4,7,0,7
ENV-12019,Ramiro Micaela Lopez Cabrera,Antonio Benjamin Dominguez Garcia,Formosa,Buenos Aires,1056,8.77,19,1,5,9,1,18
ENV-12020,Sr(a). Lautaro Benjamin Peralta,Mateo Torres,Chubut,Santa Fe,856,0.93,10,1,1,9,1,18
ENV-12021,Thiago Gabriel Martín Pereyra,Francisco Violeta Farias,Entre Rios,Santa Fe,177,46.24,7,1,4,7,0,5
ENV-12022,Josefina Rodriguez Toledo,Mia Valentina Juan Pablo Gomez Sosa,Chubut,Chaco,381,31.69,18,1,0,12,1,7
ENV-12023,Catalina Lopez,Pedro Olivera,Tucuman,Rio Negro,50,31.95,18,0,4,9,0,1
ENV-12024,Alma Jazmin Torres Torres,Benjamin Juan Sebastian Toledo Benitez,La Rioja,San Luis,352,17.93,10,0,3,4,0,1
ENV-12025,Sara Martina Mansilla Rodriguez,Valentino Alvarez,Corrientes,Jujuy,510,17.01,7,1,0,8,1,11
ENV-12026,Maximiliano Julieta Martinez Cabrera,Sr(a). Jazmin Flores,Misiones,La Pampa,636,23.29,20,1,1,7,1,9
ENV-12027,Constanza Quiroga Vera,Sofia Santino Moreno,Santa Fe,Santa Fe,128,46.27,4,1,6,12,1,6
ENV-12028,Sr(a). Ambar Lopez,Mateo Ezequiel Nicolas Caceres Rojas,La Rioja,Cordoba,326,38.66,17,1,3,12,1,7
ENV-12029,Dr(a). Amparo Escobar,Malena Farias,San Juan,La Pampa,543,41.44,3,0,2,12,0,2
ENV-12030,Bautista Juan Ignacio Acosta,Guillermina Molina,Salta,San Juan,343,10.95,1,1,5,1,0,5
ENV-12031,Octavio Benicio Diaz,Joaquin Lautaro Fernandez,Corrientes,La Pampa,419,16.73,6,1,2,5,0,7
